"id","name","parent_id","slug","image","banner","banner1","banner2","row_order","priority","business","status","clicks","by_default"
"2046","Sunglasses","1901","sunglasses","uploads/media/2024/Kids_-_accessories_-_sunglasses4.png","uploads/media/2024/Kids_-_accessories_-_sunglasses3.png",NULL,NULL,"0","0","Fashion","1","0",NULL
"2047","Masks & Protective Gears","1901","masks-protective-gears","uploads/media/2024/304.png","uploads/media/2024/Kids_-_accessories_-_masks_protective_gears1.png",NULL,NULL,"0","0","Fashion","1","0",NULL
"2048","Caps & Hats","1901","caps-hats-1","uploads/media/2024/Kids_-_accessories_-_caps_and_hats3.png","uploads/media/2024/Kids_-_accessories_-_caps_and_hats2.png",NULL,NULL,"0","0","Fashion","1","0",NULL
"2049","Home","1901","home-bath","uploads/media/2024/Kids_-_accessories_-_home_bath3.png","uploads/media/2024/Kids_-_accessories_-_home_bath2.png",NULL,NULL,"0","0","Fashion","1","0",NULL
"2050","Bed Runners","1879","bed-runners","uploads/category/home_-_bath_linen_-_bad_runner.png","uploads/media/2024/home_-_bath_linen_-_bed_runners_(2)1.png",NULL,NULL,"0","0","HOME","1","11",NULL
"2051","Bedsheets","1879","besdheets","uploads/category/home_-_bath_linen_-_bedsheets_-_indian_bedsheet.png","uploads/media/2024/home_-_bath_linen_-_bedsheets1.png",NULL,NULL,"0","0","HOME","1","38",NULL
"2052","Mattress Protectors","1879","mattress-protectors","uploads/category/home_-_bath_linen_-_mattress_protector_-_mattress_white_protector.png","uploads/media/2024/home_-_bath_linen_-_bedding_sets2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2053","Bedding Sets","1879","bedding-sets","uploads/category/home_-_bath_linen_-_bedding_sets_-_off_white_bedding_set.png","uploads/media/2024/home_-_bath_linen_-_bedding_sets_(2).png",NULL,NULL,"0","0","HOME","1","0",NULL
"2054","Blankets, Quilts & Dohars","1879","blankets-quilts-dohars","uploads/category/home_-_bath_linen_-_blankets,_quilts_dehairs_-_white_bath_rug.png","uploads/media/2024/home_-_bath_linen_-_blankets,_quilts_dehairs1.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2055","Pillows & Pillow Covers","1879","pillows-pillow-covers","uploads/category/155.png","uploads/media/2024/home_-_bath_linen_-_pillow_pillow_covers1.png",NULL,NULL,"0","0","HOME","1","94",NULL
"2056","Bed Covers","1879","bed-covers","uploads/category/153.png","uploads/media/2024/home_-_bath_linen_-_bedding_sets3.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2057","Diwan Sets","1879","diwan-sets","uploads/category/159.png","uploads/media/2024/home_-_bath_linen_-_diwan_sets2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2058","Chair Pads & Covers","1879","chair-pads-covers","uploads/category/161.png","uploads/media/2024/home_-_bath_linen_-_chair_pads_cover2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2059","Sofa Covers","1879","sofa-covers","uploads/category/164.png","uploads/media/2024/home_-_bath_linen_-_sofa_covers1.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2060","Bath Towels","1880","bath-towels","uploads/category/171.png","uploads/media/2024/home_-_bath_-_bath_towels_.png",NULL,NULL,"0","0","HOME","1","15",NULL
"2061","Hand & Face Towels","1880","hand-face-towels","uploads/category/167.png","uploads/media/2024/home_-_bath_-_hand_face_towels1.png",NULL,NULL,"0","0","HOME","1","14",NULL
"2062","Beach Towels","1880","beach-towels","uploads/category/169.png","uploads/media/2024/home_-_bath_-_beach_towel2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2063","Towels Sets","1880","towels-sets","uploads/category/175.png","uploads/media/2024/home_-_bath_-_towels_sets_(1).png",NULL,NULL,"0","0","HOME","1","0",NULL
"2064","Bath rugs","1880","bath-rugs","uploads/category/home_-_bath_linen_-_blankets,_quilts_dehairs_-_white_bath_rug1.png","uploads/media/2024/home_-_bath_-bath_rugs2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2065","Bath Robes","1880","bath-robes","uploads/category/172.png","uploads/media/2024/home_-_bath_-_bath_towels_.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2066","Bathroom Accessories","1880","bathroom-accessories","uploads/category/180.png","uploads/media/2024/home_-_bath_-_bathroom_accessories3.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2067","Shower Curtains","1880","shower-curtains","uploads/category/182.png","uploads/media/2024/home_-_bath_-_shower_curtains3.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2068","Floor Runners","1903","floor-runners","uploads/category/213.png","uploads/media/2024/home_-_flooring_-_floor_runner3.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2069","Decor","1903","carpets","uploads/media/2025/1758797528445-twtedo.png","uploads/media/2024/home_-_flooring_-_carpets3.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2070","Furniture","1903","floor-mats-dhurries","uploads/media/2025/1758012248297-n1k3zu.png","uploads/media/2024/home_-_flooring_-_floor_mats_dhurries_(1).png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2071","Crockery","1903","door-mats","uploads/media/2025/1758011815175-i4aebx.png","uploads/media/2024/home_-_flooring_-_door_mat3.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2072","Lights","1904","floor-lamps","uploads/media/2025/1758011937301-galu00.png","uploads/media/2024/home_-_lighting_-_floor_lamps_(1).png",NULL,NULL,"0",NULL,"HOME","1","11",NULL
"2073","Handloom","1904","ceiling-lamps","uploads/media/2025/1758011972479-95fk5l.png","uploads/media/2024/home_-_lighting_-_celling_lamps3.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2074","Table Lamps","1904","table-lamps","uploads/category/home_-_lighting_-_table_lamps_-_yello_table_lamp.png","uploads/media/2024/home_-_lighting_-_table_lamps1.png",NULL,NULL,"0","0","HOME","1","19",NULL
"2075","Wall Lamps","1904","wall-lamps","uploads/media/2025/1758800421819-r40zlw.png","uploads/media/2024/home_-_lighting_-_wall_lamps2.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2076","Outdoor Lamps","1904","outdoor-lamps","uploads/category/home_-_lighting_-_outdoor_lamps_-_yellow_outdoor_lamp.png","uploads/media/2024/home_-_lighting_-_outdoor_lamps_(1).png",NULL,NULL,"0","0","HOME","1","0",NULL
"2077","String Lights","1904","string-lights","uploads/category/home_-_lighting_-_string_lights_-_yellow_string_light.png","uploads/media/2024/home_-_lighting_-_string_lights1.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2078","Plants & Planters","1902","plants-planters","uploads/media/2025/1758012012025-16b032.png","uploads/media/2024/home_-_home_décor_-_plants_planters2.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2079","Aromas & Candles","1902","aromas-candles","uploads/media/2025/1758799868044-cngbyv.png","uploads/media/2024/home_-_home_décor_-_aroma_candles2.png",NULL,NULL,"0",NULL,"HOME","1","9",NULL
"2080","Clocks","1902","clocks","uploads/category/home_-_home_décor_-_clocks_-_wall_clock.png","uploads/media/2024/home_-_home_décor_-_clocks1.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2081","Mirrors","1902","mirrors","uploads/media/2025/1758800220503-xq75c3.png","uploads/media/2024/home_-_home_décor_-_mirrors1.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2082","Wall Decor","1902","wall-decor","uploads/media/2025/1758800397550-p44rgw.png","uploads/media/2024/home_-_home_décor_-_wall_decor2.png",NULL,NULL,"0",NULL,"HOME","1","20",NULL
"2083","Festive Decor","1902","festive-decor","uploads/media/2025/1758800018424-teikgt.png","uploads/media/2024/home_-_home_décor_-_festive_decor1.png",NULL,NULL,"0",NULL,"HOME","1","29",NULL
"2084","Pooja Essentials","1902","pooja-essentials","uploads/media/2025/1758540627138-bylw7i.png","uploads/media/2024/home_-_home_décor_-_pooja_essentials1.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2085","Wall Shelves","1902","wall-shelves","uploads/category/home_-_home_décor_-_wall_shelves_-_hite_wall_shelves.png","uploads/media/2024/home_-_home_décor_-_wall_shelves2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2086","Fountains","1902","fountains","uploads/category/home_-_home_décor_-_fountains_-_off_white_fountain.png","uploads/media/2024/home_-_home_décor_-_fountains2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2087","Showpieces & Vases","1902","showpieces-vases","uploads/category/home_-_home_décor_-_showpieces_vases_-_off_white_showpieces.png","uploads/media/2024/home_-_home_décor_-_showpieces_vases2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2088","Ottoman","1902","ottoman","uploads/media/2025/1758800269116-hz3twd.png","uploads/media/2024/home_-_home_décor_-_ottoman2.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2089","Table Runners","1905","table-runners","uploads/media/2025/1758800345572-0pemgz.png","uploads/media/2024/home_-_kitchen_dining_-_table_runner3.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2090","Dinnerware & Serveware","1905","dinnerware-serveware","uploads/media/2025/1758799943396-jwqs8g.png","uploads/media/2024/home_-_kitchen_dining_-_dinnerware_serve_ware_(1).png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2091","Cups & Mugs","1905","cups-mugs","uploads/media/2025/1758799922908-qrvpez.png","uploads/media/2024/home_-_kitchen_dining_-_cups_mugs3.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2092","Bakeware & Cookware","1905","bakeware-cookware","uploads/category/home_-_kitchen_dining_-_bakeware_cookware_-_petal_bakeware.png","uploads/media/2024/home_-_kitchen_dining_-_bakeware_cookware2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2093","Kitchen Storage & Tools","1905","kitchen-storage-tools","uploads/media/2025/1758800144637-dqf03b.png","uploads/media/2024/home_-_kitchen_dining_-_kitchen_storage_tools_(2).png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2094","Bar & Drinkware","1905","bar-drinkware","uploads/category/home_-_kitchen_dining_-_bar_drinkware_-_golden_bar.png","uploads/media/2024/home_-_kitchen_dining_-_bar_drinkware3.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2095","Table Covers & Furnishings","1905","table-covers-furnishings","uploads/category/home_-_kitchen_dining_-_tables_covers_furnishings_-_off_white_table.png","uploads/media/2024/home_-_kitchen_dining_-_tables_covers_furnishings4.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2096","Bins","1906","bins","uploads/category/home_-_storage_-_bins_-_pink_and_blue_bins.png","uploads/media/2024/home_-_storage_-_bins2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2097","Hangers","1906","hangers","uploads/category/home_-_storage_-_hangers_-_clothe_hanging.png","uploads/media/2024/home_-_storage_-_hangers2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2098","Organisers","1906","organisers","uploads/category/home_-_storage_-_organisers.png","uploads/media/2024/home_-_storage_-_organisers2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2099","Hooks & Holders","1906","hooks-holders","uploads/category/home_-_storage_-_hooks_holders_-_pestal_holder.png","uploads/media/2024/home_-_storage_-_hooks_holders2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2100","Laundry Bags","1906","laundry-bags","uploads/category/home_-_storage_-_laundry_bags_-_off_white_laundry_bag.png","uploads/media/2024/home_-_storage_-_laundry_bags2.png",NULL,NULL,"0","0","HOME","1","0",NULL
"2101","Test image","1869","test-image","uploads/category/51.png","uploads/media/2024/1000002140.jpg",NULL,NULL,"0","0",NULL,"1","0",NULL
"2102","Laptops","2132","laptops-and-accessories","uploads/media/2025/1758800170408-p7ll5g.png","uploads/media/2025/Screenshot_2025-07-23_at_7_26_02_PM-removebg-preview.png",NULL,NULL,"0",NULL,"ELECTRONICS","1","0",NULL
"2103","Eyewear","1869","eyeware","uploads/media/2025/1758797579038-1erq7p.png","uploads/media/2025/Screenshot_2025-07-23_at_7_37_25_PM-removebg-preview.png",NULL,NULL,"0",NULL,"Fashion","1","0",NULL
"2104","Flowers","1870","flowers","uploads/media/2025/1758797600095-dvzlzl.png","uploads/media/2025/Screenshot_2025-07-23_at_7_46_36 PM.png",NULL,NULL,"0",NULL,"HOME","1","0",NULL
"2105","Wellness","0","beauty-wellness","uploads/media/2025/1758378702401-v6bqya.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2106","Skincare","2105","skincare-1","uploads/media/2025/1758010192906-4mjicc.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2107","Cosmetics & Makeup","2105","cosmetics-makeup","uploads/media/2025/1758010219827-vd01rn.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2108","Personal Care & Hygiene","2105","personal-care-hygiene","uploads/media/2025/1758010250196-dcpd92.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2109","Cleansers","2106","cleansers-exfoliators","uploads/media/2025/1758010352153-ynszxp.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2110","Sunscreens ","2106","sun-protection","uploads/media/2025/1758010383246-gn8n2t.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2111","Toners","2106","toners-essences","uploads/media/2025/1758010164009-rgjg5k.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2112","Serums","2106","treatments-serums","uploads/media/2025/1758010425662-7xncwg.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2113","Moisturizers","2106","moisturizers-creams","uploads/media/2025/1758010467446-o5xa7f.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2114","Body Care","2108","body-care","uploads/media/2025/1758010495155-a52vma.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2115","Face Makeup","2107","face-makeup","uploads/media/2025/1758010522620-5fni58.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2116","Hair Care","2108","hair-care","uploads/media/2025/1758010578885-rzr0zn.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2117","Lip Makeup","2107","lip-makeup","uploads/media/2025/1758010612102-sff5li.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2118","Makeup Tools & Accessories","2107","makeup-tools-accessories","uploads/media/2025/1758010650373-camp2q.png",NULL,NULL,NULL,"0",NULL,"BEAUTY","1","0",NULL
"2119","Metals","0","jewellery","uploads/media/2025/1756541596724-acwn7e.png",NULL,NULL,NULL,"0",NULL,"Fashion","1","0",NULL
"2120","Gold","2119","gold","uploads/media/2025/coin.jpeg",NULL,NULL,NULL,"0","0","Metals","1","0",NULL
"2121","Silver","2119","silver","uploads/media/2025/bar.jpeg",NULL,NULL,NULL,"0","0","Metals","1","0",NULL
"2122","Gold Coin","2120","gold-coin","uploads/media/2025/1758545949945-0qqqr7.png",NULL,NULL,NULL,"0",NULL,"Metals","1","0",NULL
"2123","Gold Bar","2120","gold-bar","uploads/media/2025/1758545977073-kd5jq3.png",NULL,NULL,NULL,"0",NULL,"Metals","0","0",NULL
"2124","Silver Coin","2121","silver-coin","uploads/media/2025/1758546011432-1i3g8z.png",NULL,NULL,NULL,"0",NULL,"Metals","1","0",NULL
"2125","Silver Bar","2121","silver-bar","uploads/media/2025/1758546034546-hysyix.png",NULL,NULL,NULL,"0",NULL,"Metals","1","0",NULL
"2126","Platinum","2119","platinum","uploads/media/2025/1758546057864-z987s1.png",NULL,NULL,NULL,"0",NULL,"Metals","1","0",NULL
"2127","Stationary","1873","stationary","uploads/media/2025/stationary.jpeg",NULL,NULL,NULL,"0","0","Kids","1","0",NULL
"2128","Toys","1873","toys","uploads/media/2025/1758800368250-ws8rva.png",NULL,NULL,NULL,"0",NULL,"Kids","1","0",NULL
"2129","Gift Items","0","gift-items","uploads/media/2025/Giftitems.jpeg",NULL,NULL,NULL,"0","0","Kids","1","0",NULL
"2130","Food","0","food","uploads/media/2025/1758797629966-j8d50v.png",NULL,NULL,NULL,"0",NULL,"Food","1","0",NULL
"2131","Fashion","0","fashion","uploads/media/2025/fashion.jpeg",NULL,NULL,NULL,"0","0","Fashion","1","0",NULL
"2132","Electronics","0","electronics","uploads/media/2025/1758799965015-yxu1dd.png",NULL,NULL,NULL,"0",NULL,"ELECTRONICS","1","0",NULL
"2133","Mobile","2132","mobile","uploads/media/2025/mobile.jpeg",NULL,NULL,NULL,"0","0","ELECTRONICS","1","0",NULL
"2134","Cameras","2132","camerass","uploads/media/2025/cameras.jpeg",,,,"0","0","ELECTRONICS","1","0",NULL
"2135","Gadgets","2132","peripheralss","uploads/media/2025/1758028360136-6ohkfr.png",NULL,NULL,NULL,"0","1","ELECTRONICS","1","0",NULL
"2136","Discover","0","discover","uploads/media/2025/1758692007423-c9gu71.png",NULL,NULL,NULL,"0",NULL,NULL,"1","0",NULL
"2137","Munchies","0","munchies","uploads/media/2025/1758028418708-rc0fzh.png",NULL,NULL,NULL,"0",NULL,NULL,"1","0",NULL
"2138","Electronics","0","gourmet","uploads/media/2025/1758543768405-rz7ll7.png",NULL,NULL,NULL,"0",NULL,NULL,"1","0",NULL
"2139","Collectibles","0","collectibles","uploads/media/2025/1758028495292-v9zzuj.png",NULL,NULL,NULL,"0",NULL,NULL,"1","0",NULL
"2140","Jewellery","0","jewellery-1","uploads/media/2025/1758028528576-x0uiw8.png",NULL,NULL,NULL,"0",NULL,NULL,"1","0",NULL
"2141","Appliances","2132","appliances","uploads/media/2025/1758028559619-qf7jis.png",NULL,NULL,NULL,"0",NULL,NULL,"1","0",NULL
